respondent_id,age_group,gender,region,membership,satisfaction,q_quality,q_price,q_support,recommend_score,heard_from,free_comment
649,40代,回答しない,近畿,無料会員,2,3,3.0,2.0,5.0,メディア記事,動作が重い
650,50代,男性,関東,無料会員,2,2,,2.0,4.0,検索,問い合わせ対応が遅い
651,50代,男性,近畿,無料会員,3,3,3.0,2.0,5.0,検索,特になし
652,30代,女性,北海道・東北,無料会員,4,4,4.0,4.0,6.0,検索,品揃えが豊富
653,30代,女性,関東,無料会員,3,4,1.0,4.0,3.0,SNS,改善に期待
654,40代,女性,北海道・東北,有料会員,5,5,3.0,5.0,10.0,友人・知人,デザインが好き
655,40代,男性,関東,無料会員,4,4,4.0,3.0,6.0,SNS,デザインが好き
656,20代,女性,関東,無料会員,4,4,1.0,4.0,7.0,検索,使いやすい
657,40代,男性,近畿,無料会員,4,4,4.0,3.0,10.0,SNS,デザインが好き
658,40代,女性,中部,有料会員,4,4,3.0,3.0,10.0,検索,サポートが丁寧
659,50代,男性,北海道・東北,無料会員,3,4,2.0,4.0,6.0,友人・知人,
660,50代,男性,関東,無料会員,3,3,2.0,4.0,3.0,広告,特になし
661,50代,女性,関東,無料会員,4,4,2.0,3.0,8.0,SNS,デザインが好き
662,10代,男性,関東,無料会員,3,5,2.0,4.0,5.0,友人・知人,普通
663,60代以上,女性,中部,無料会員,2,2,3.0,3.0,2.0,検索,解約しづらい
664,50代,男性,九州・沖縄,有料会員,5,5,4.0,5.0,9.0,SNS,サポートが丁寧
665,50代,女性,九州・沖縄,無料会員,3,4,3.0,4.0,6.0,広告,普通
666,40代,女性,関東,有料会員,5,4,3.0,3.0,9.0,検索,デザインが好き
667,50代,女性,近畿,有料会員,4,4,5.0,3.0,8.0,検索,品揃えが豊富
668,40代,回答しない,近畿,無料会員,2,3,3.0,1.0,3.0,SNS,動作が重い
669,30代,女性,北海道・東北,無料会員,3,4,3.0,3.0,3.0,検索,改善に期待
670,30代,男性,中国・四国,無料会員,4,2,5.0,3.0,10.0,SNS,コスパが良い
671,40代,男性,中部,無料会員,4,3,5.0,3.0,8.0,メディア記事,コスパが良い
672,50代,女性,関東,無料会員,2,2,3.0,3.0,3.0,広告,値段が高い
673,30代,女性,関東,無料会員,3,4,3.0,4.0,5.0,SNS,特になし
674,60代以上,回答しない,関東,無料会員,3,4,2.0,3.0,5.0,検索,改善に期待
675,30代,男性,近畿,無料会員,3,4,3.0,2.0,5.0,SNS,
676,50代,男性,近畿,有料会員,4,4,2.0,5.0,7.0,広告,使いやすい
677,50代,回答しない,中国・四国,無料会員,3,3,2.0,3.0,9.0,広告,普通
678,20代,男性,九州・沖縄,無料会員,3,5,2.0,2.0,5.0,SNS,
679,60代以上,女性,中部,無料会員,3,3,1.0,4.0,7.0,検索,普通
680,30代,女性,九州・沖縄,無料会員,3,3,2.0,2.0,9.0,友人・知人,改善に期待
681,40代,男性,関東,無料会員,3,3,2.0,5.0,7.0,広告,普通
682,50代,女性,関東,無料会員,3,3,3.0,5.0,6.0,SNS,特になし
683,20代,女性,北海道・東北,有料会員,4,4,5.0,3.0,7.0,検索,サポートが丁寧
684,30代,男性,関東,有料会員,3,3,4.0,2.0,5.0,検索,普通
685,30代,回答しない,近畿,無料会員,4,5,3.0,2.0,7.0,SNS,使いやすい
686,30代,女性,関東,無料会員,4,4,3.0,2.0,8.0,SNS,コスパが良い
687,20代,男性,中国・四国,無料会員,4,3,4.0,2.0,7.0,検索,サポートが丁寧
688,10代,回答しない,関東,無料会員,3,2,4.0,3.0,6.0,SNS,特になし
689,40代,女性,九州・沖縄,無料会員,5,4,4.0,5.0,,検索,デザインが好き
690,30代,女性,北海道・東北,有料会員,5,4,5.0,4.0,7.0,友人・知人,使いやすい
691,30代,女性,北海道・東北,無料会員,4,5,3.0,3.0,7.0,検索,デザインが好き
692,20代,男性,中部,無料会員,3,3,2.0,2.0,6.0,友人・知人,普通
693,40代,女性,近畿,無料会員,3,3,4.0,2.0,6.0,SNS,普通
694,40代,女性,中国・四国,無料会員,3,2,5.0,4.0,,SNS,普通
695,40代,女性,関東,無料会員,3,5,2.0,2.0,8.0,広告,普通
696,20代,女性,近畿,有料会員,2,3,,2.0,5.0,広告,在庫切れが多い
697,30代,女性,九州・沖縄,無料会員,3,2,3.0,3.0,6.0,SNS,普通
698,30代,回答しない,中部,無料会員,3,3,3.0,2.0,8.0,その他,
699,60代以上,女性,中部,有料会員,4,4,4.0,5.0,8.0,メディア記事,デザインが好き
700,30代,女性,近畿,無料会員,5,4,3.0,5.0,9.0,検索,使いやすい
701,30代,女性,近畿,無料会員,2,2,4.0,1.0,3.0,検索,解約しづらい
702,20代,男性,関東,無料会員,4,4,3.0,4.0,6.0,広告,コスパが良い
703,10代,回答しない,関東,無料会員,3,3,3.0,4.0,6.0,広告,
704,40代,女性,中部,無料会員,3,5,4.0,2.0,8.0,検索,特になし
705,40代,男性,中部,無料会員,3,4,2.0,,4.0,検索,改善に期待
706,60代以上,男性,関東,無料会員,2,3,2.0,3.0,3.0,検索,在庫切れが多い
707,20代,女性,近畿,有料会員,4,3,4.0,5.0,9.0,検索,サポートが丁寧
708,40代,女性,近畿,有料会員,4,4,5.0,5.0,5.0,広告,サポートが丁寧
709,40代,男性,関東,無料会員,3,4,3.0,4.0,8.0,SNS,特になし
710,30代,男性,関東,有料会員,3,5,3.0,2.0,6.0,検索,特になし
711,20代,男性,中部,有料会員,3,3,5.0,5.0,6.0,友人・知人,普通
712,60代以上,女性,中部,無料会員,3,2,4.0,2.0,7.0,SNS,普通
713,40代,女性,中国・四国,無料会員,2,3,2.0,2.0,7.0,検索,動作が重い
714,30代,女性,近畿,無料会員,3,5,3.0,2.0,5.0,SNS,普通
715,50代,男性,関東,有料会員,5,4,4.0,4.0,10.0,友人・知人,品揃えが豊富
716,40代,男性,中部,無料会員,4,4,3.0,4.0,10.0,メディア記事,コスパが良い
717,40代,女性,関東,無料会員,3,3,4.0,1.0,7.0,検索,普通
718,30代,女性,近畿,無料会員,3,3,3.0,5.0,9.0,検索,特になし
719,40代,回答しない,中部,無料会員,4,3,3.0,3.0,7.0,検索,コスパが良い
720,60代以上,女性,関東,無料会員,2,4,2.0,3.0,3.0,メディア記事,解約しづらい
721,40代,男性,北海道・東北,無料会員,4,4,4.0,3.0,10.0,検索,デザインが好き
722,50代,女性,関東,有料会員,3,3,3.0,4.0,5.0,広告,特になし
723,20代,女性,関東,無料会員,3,4,3.0,2.0,8.0,広告,普通
724,10代,女性,中部,有料会員,5,5,5.0,4.0,10.0,SNS,品揃えが豊富
725,10代,男性,中国・四国,無料会員,3,4,2.0,3.0,6.0,SNS,普通
726,40代,男性,近畿,無料会員,3,2,,4.0,6.0,友人・知人,特になし
727,30代,男性,関東,無料会員,4,4,3.0,4.0,8.0,広告,品揃えが豊富
728,30代,男性,九州・沖縄,有料会員,3,4,3.0,3.0,9.0,メディア記事,普通
729,20代,女性,中部,無料会員,4,4,3.0,4.0,10.0,メディア記事,品揃えが豊富
730,50代,女性,近畿,無料会員,3,3,4.0,4.0,3.0,友人・知人,特になし
731,30代,男性,九州・沖縄,無料会員,2,2,3.0,4.0,4.0,広告,在庫切れが多い
732,20代,女性,関東,有料会員,4,5,2.0,4.0,10.0,広告,使いやすい
733,60代以上,男性,近畿,無料会員,5,4,5.0,4.0,10.0,検索,品揃えが豊富
734,60代以上,女性,中国・四国,無料会員,3,4,,3.0,6.0,検索,普通
735,20代,男性,中国・四国,無料会員,3,4,4.0,5.0,6.0,友人・知人,普通
736,20代,男性,近畿,無料会員,3,4,4.0,4.0,4.0,その他,特になし
737,40代,女性,関東,無料会員,3,3,4.0,4.0,3.0,友人・知人,普通
738,30代,回答しない,近畿,無料会員,3,4,4.0,4.0,3.0,SNS,
739,40代,男性,近畿,無料会員,4,5,3.0,1.0,5.0,広告,コスパが良い
740,30代,男性,関東,無料会員,3,4,4.0,3.0,3.0,友人・知人,特になし
741,30代,女性,関東,無料会員,3,2,3.0,2.0,4.0,検索,改善に期待
742,40代,女性,九州・沖縄,無料会員,3,4,2.0,3.0,7.0,広告,
743,50代,女性,中国・四国,無料会員,3,3,5.0,5.0,6.0,検索,普通
744,50代,男性,北海道・東北,無料会員,4,4,2.0,4.0,7.0,検索,デザインが好き
745,40代,男性,関東,無料会員,3,3,2.0,3.0,7.0,検索,普通
746,50代,男性,北海道・東北,無料会員,2,4,2.0,3.0,4.0,SNS,解約しづらい
747,30代,女性,関東,有料会員,4,4,3.0,3.0,9.0,SNS,使いやすい
748,30代,女性,近畿,無料会員,1,3,1.0,2.0,1.0,検索,問い合わせ対応が遅い
749,10代,男性,中部,無料会員,3,3,3.0,4.0,7.0,友人・知人,特になし
750,30代,男性,北海道・東北,無料会員,3,2,3.0,3.0,9.0,検索,特になし
751,50代,女性,北海道・東北,無料会員,3,5,2.0,2.0,4.0,SNS,特になし
752,40代,女性,近畿,有料会員,2,3,3.0,4.0,7.0,広告,問い合わせ対応が遅い
753,50代,男性,関東,有料会員,4,4,4.0,4.0,8.0,広告,品揃えが豊富
754,20代,女性,関東,無料会員,3,3,2.0,4.0,9.0,友人・知人,普通
755,50代,女性,関東,無料会員,3,3,3.0,,4.0,SNS,特になし
756,60代以上,男性,近畿,無料会員,2,3,3.0,4.0,4.0,検索,動作が重い
757,30代,女性,中部,無料会員,3,4,3.0,1.0,8.0,検索,改善に期待
758,20代,女性,関東,無料会員,2,3,3.0,2.0,2.0,メディア記事,在庫切れが多い
759,40代,女性,関東,有料会員,4,4,4.0,3.0,8.0,検索,
760,30代,女性,近畿,無料会員,3,4,2.0,2.0,5.0,SNS,改善に期待
761,40代,男性,関東,無料会員,2,3,3.0,2.0,6.0,広告,値段が高い
762,20代,女性,近畿,無料会員,3,5,2.0,3.0,5.0,SNS,改善に期待
763,10代,女性,中部,無料会員,3,4,2.0,3.0,5.0,検索,改善に期待
764,30代,男性,関東,無料会員,3,3,3.0,4.0,7.0,検索,普通
765,40代,男性,関東,無料会員,3,4,2.0,4.0,6.0,SNS,特になし
766,60代以上,回答しない,中部,無料会員,4,3,4.0,4.0,8.0,友人・知人,デザインが好き
767,30代,男性,中国・四国,無料会員,3,3,3.0,4.0,6.0,友人・知人,普通
768,30代,女性,関東,無料会員,3,3,5.0,3.0,4.0,SNS,特になし
769,40代,女性,北海道・東北,無料会員,2,1,1.0,5.0,7.0,広告,動作が重い
770,50代,女性,中部,無料会員,1,3,,3.0,2.0,検索,問い合わせ対応が遅い
771,30代,女性,近畿,有料会員,5,4,4.0,4.0,9.0,検索,使いやすい
772,30代,女性,中国・四国,有料会員,4,3,4.0,,6.0,広告,サポートが丁寧
773,50代,女性,九州・沖縄,無料会員,4,3,,2.0,9.0,友人・知人,使いやすい
774,20代,女性,近畿,無料会員,3,5,2.0,2.0,,友人・知人,
775,20代,男性,関東,無料会員,5,4,4.0,4.0,10.0,友人・知人,コスパが良い
776,30代,男性,関東,有料会員,3,3,4.0,4.0,7.0,メディア記事,
777,40代,女性,中部,有料会員,3,4,2.0,5.0,,検索,特になし
778,30代,男性,近畿,有料会員,3,4,3.0,3.0,4.0,その他,改善に期待
779,40代,男性,関東,無料会員,4,4,4.0,3.0,10.0,検索,サポートが丁寧
780,60代以上,女性,関東,有料会員,5,5,5.0,3.0,10.0,検索,品揃えが豊富
781,40代,男性,近畿,無料会員,4,5,4.0,4.0,9.0,広告,サポートが丁寧
782,20代,男性,関東,無料会員,4,4,3.0,3.0,10.0,広告,使いやすい
783,30代,女性,中部,無料会員,3,3,3.0,2.0,5.0,検索,特になし
784,50代,女性,関東,無料会員,4,4,3.0,4.0,9.0,検索,使いやすい
785,10代,回答しない,近畿,無料会員,4,4,3.0,3.0,9.0,友人・知人,サポートが丁寧
786,20代,男性,近畿,無料会員,3,3,3.0,2.0,7.0,SNS,改善に期待
787,60代以上,女性,九州・沖縄,有料会員,4,3,3.0,5.0,10.0,友人・知人,
788,40代,男性,関東,有料会員,3,4,4.0,,8.0,友人・知人,改善に期待
789,20代,男性,近畿,無料会員,3,4,3.0,3.0,7.0,メディア記事,普通
790,30代,男性,関東,無料会員,4,4,4.0,3.0,5.0,検索,コスパが良い
791,20代,女性,中国・四国,無料会員,4,4,4.0,4.0,6.0,検索,デザインが好き
792,40代,回答しない,関東,有料会員,4,5,3.0,4.0,6.0,検索,デザインが好き
793,40代,女性,関東,有料会員,4,5,5.0,3.0,10.0,友人・知人,品揃えが豊富
794,20代,男性,北海道・東北,無料会員,2,3,3.0,2.0,3.0,SNS,在庫切れが多い
795,30代,男性,近畿,無料会員,3,3,2.0,3.0,5.0,検索,改善に期待
796,30代,女性,関東,無料会員,3,4,4.0,3.0,8.0,SNS,
797,40代,女性,中部,無料会員,3,3,2.0,4.0,8.0,メディア記事,普通
798,30代,男性,九州・沖縄,無料会員,2,4,3.0,2.0,3.0,メディア記事,解約しづらい
799,30代,男性,北海道・東北,無料会員,2,3,2.0,3.0,4.0,メディア記事,問い合わせ対応が遅い
800,60代以上,男性,関東,無料会員,3,4,2.0,3.0,9.0,SNS,特になし
801,50代,女性,近畿,無料会員,3,3,3.0,2.0,8.0,SNS,改善に期待
802,40代,男性,近畿,有料会員,4,4,5.0,4.0,7.0,友人・知人,
803,30代,男性,九州・沖縄,無料会員,2,5,1.0,2.0,5.0,友人・知人,解約しづらい
804,20代,男性,近畿,無料会員,3,3,3.0,2.0,6.0,検索,特になし
805,20代,女性,中部,無料会員,3,2,3.0,4.0,5.0,友人・知人,普通
806,40代,女性,九州・沖縄,無料会員,4,4,4.0,5.0,10.0,その他,サポートが丁寧
807,20代,男性,中国・四国,無料会員,3,4,2.0,4.0,6.0,広告,改善に期待
808,40代,女性,中部,無料会員,3,4,3.0,4.0,8.0,メディア記事,改善に期待
809,50代,女性,中部,無料会員,4,4,4.0,3.0,7.0,SNS,使いやすい
810,20代,回答しない,関東,無料会員,3,4,2.0,3.0,6.0,SNS,普通
811,50代,女性,北海道・東北,無料会員,3,4,3.0,3.0,5.0,SNS,普通
812,50代,女性,近畿,無料会員,5,4,3.0,4.0,10.0,SNS,サポートが丁寧
813,40代,男性,関東,無料会員,3,4,,2.0,5.0,SNS,特になし
814,20代,女性,九州・沖縄,無料会員,3,3,3.0,3.0,6.0,検索,普通
815,30代,男性,関東,無料会員,3,3,5.0,3.0,6.0,SNS,普通
816,30代,女性,近畿,無料会員,3,3,2.0,3.0,6.0,検索,普通
817,50代,女性,近畿,無料会員,3,4,3.0,3.0,5.0,検索,特になし
818,40代,男性,関東,無料会員,3,4,4.0,3.0,5.0,SNS,改善に期待
819,50代,女性,中部,有料会員,4,4,4.0,4.0,5.0,広告,サポートが丁寧
820,50代,女性,近畿,有料会員,3,4,3.0,4.0,10.0,SNS,
821,20代,女性,中部,無料会員,3,2,1.0,2.0,5.0,メディア記事,改善に期待
822,40代,男性,九州・沖縄,無料会員,2,2,2.0,4.0,6.0,広告,問い合わせ対応が遅い
823,60代以上,女性,関東,無料会員,4,4,3.0,3.0,7.0,広告,デザインが好き
824,20代,女性,関東,有料会員,3,4,4.0,,3.0,SNS,特になし
825,40代,女性,北海道・東北,無料会員,3,3,3.0,,7.0,友人・知人,特になし
826,30代,女性,近畿,有料会員,3,4,3.0,4.0,7.0,検索,特になし
827,60代以上,男性,中部,有料会員,4,5,1.0,5.0,7.0,SNS,品揃えが豊富
828,60代以上,男性,中国・四国,無料会員,4,3,2.0,4.0,7.0,メディア記事,
829,10代,男性,中部,有料会員,4,4,3.0,,8.0,検索,デザインが好き
830,60代以上,女性,関東,無料会員,4,4,4.0,,9.0,メディア記事,使いやすい
831,40代,回答しない,中部,無料会員,2,3,2.0,2.0,5.0,広告,解約しづらい
832,30代,男性,関東,無料会員,4,4,2.0,5.0,7.0,SNS,品揃えが豊富
833,60代以上,男性,関東,無料会員,5,4,4.0,3.0,8.0,検索,コスパが良い
834,10代,女性,北海道・東北,無料会員,3,4,4.0,3.0,6.0,友人・知人,改善に期待
835,40代,女性,中部,有料会員,4,5,3.0,4.0,,その他,使いやすい
836,30代,男性,中部,無料会員,4,4,3.0,,8.0,SNS,
837,40代,回答しない,近畿,有料会員,3,4,3.0,,6.0,SNS,特になし
838,30代,女性,中部,無料会員,4,3,4.0,4.0,6.0,検索,
839,20代,女性,関東,有料会員,3,4,3.0,3.0,6.0,友人・知人,特になし
840,30代,女性,中部,無料会員,4,3,3.0,3.0,7.0,検索,コスパが良い
841,30代,回答しない,近畿,有料会員,4,5,5.0,4.0,9.0,広告,デザインが好き
842,60代以上,男性,中部,無料会員,3,3,3.0,3.0,5.0,その他,普通
843,40代,回答しない,関東,有料会員,3,5,5.0,3.0,6.0,SNS,改善に期待
844,30代,男性,中部,有料会員,4,4,2.0,5.0,7.0,検索,デザインが好き
845,30代,女性,中部,有料会員,2,3,4.0,4.0,2.0,広告,問い合わせ対応が遅い
846,50代,男性,関東,有料会員,3,4,3.0,3.0,7.0,広告,普通
847,30代,男性,近畿,有料会員,4,5,4.0,3.0,9.0,SNS,品揃えが豊富
848,20代,男性,近畿,有料会員,4,5,4.0,4.0,6.0,検索,サポートが丁寧
849,60代以上,回答しない,中国・四国,無料会員,3,3,3.0,3.0,,友人・知人,特になし
850,30代,男性,中部,無料会員,4,3,3.0,,7.0,広告,
851,50代,男性,中部,無料会員,4,4,4.0,2.0,8.0,検索,品揃えが豊富
852,30代,女性,中部,無料会員,2,4,3.0,2.0,4.0,メディア記事,解約しづらい
853,40代,男性,関東,無料会員,2,4,2.0,2.0,6.0,検索,解約しづらい
854,50代,男性,関東,有料会員,4,4,4.0,5.0,7.0,検索,
855,20代,女性,中国・四国,有料会員,4,3,,5.0,8.0,SNS,品揃えが豊富
856,20代,回答しない,九州・沖縄,有料会員,4,4,3.0,3.0,6.0,検索,
857,50代,女性,中国・四国,有料会員,4,4,,3.0,10.0,友人・知人,使いやすい
858,20代,女性,北海道・東北,無料会員,3,3,,3.0,5.0,友人・知人,特になし
859,10代,男性,九州・沖縄,無料会員,4,5,2.0,4.0,8.0,メディア記事,サポートが丁寧
860,40代,男性,中部,有料会員,4,5,3.0,3.0,8.0,友人・知人,
861,60代以上,男性,近畿,有料会員,4,5,3.0,5.0,6.0,広告,デザインが好き
862,30代,男性,関東,無料会員,3,3,3.0,2.0,6.0,SNS,普通
863,30代,女性,北海道・東北,無料会員,3,3,1.0,4.0,6.0,検索,改善に期待
864,40代,男性,近畿,無料会員,3,2,2.0,4.0,5.0,SNS,特になし
865,20代,女性,関東,無料会員,3,5,4.0,2.0,7.0,メディア記事,改善に期待
866,20代,女性,北海道・東北,有料会員,3,3,3.0,3.0,6.0,友人・知人,特になし
867,30代,女性,近畿,有料会員,5,4,5.0,4.0,10.0,広告,コスパが良い
868,40代,男性,関東,無料会員,2,4,3.0,1.0,4.0,検索,動作が重い
869,30代,男性,北海道・東北,無料会員,3,2,,3.0,3.0,メディア記事,普通
870,20代,女性,関東,無料会員,3,2,4.0,2.0,7.0,友人・知人,改善に期待
871,20代,女性,関東,無料会員,4,4,3.0,3.0,,メディア記事,使いやすい
872,50代,男性,関東,無料会員,3,3,3.0,3.0,10.0,検索,
873,30代,男性,関東,無料会員,3,3,4.0,2.0,6.0,SNS,特になし
874,20代,女性,中国・四国,無料会員,4,4,3.0,4.0,5.0,SNS,コスパが良い
875,30代,男性,中国・四国,無料会員,4,3,3.0,3.0,8.0,メディア記事,デザインが好き
876,20代,女性,関東,無料会員,4,4,3.0,3.0,10.0,SNS,コスパが良い
877,50代,女性,関東,無料会員,4,4,4.0,2.0,10.0,SNS,
878,20代,女性,近畿,有料会員,4,3,4.0,4.0,8.0,広告,サポートが丁寧
879,10代,男性,近畿,無料会員,3,4,2.0,3.0,5.0,検索,特になし
880,50代,回答しない,近畿,有料会員,5,5,4.0,4.0,10.0,広告,デザインが好き
881,20代,女性,関東,無料会員,3,3,3.0,3.0,8.0,友人・知人,改善に期待
882,40代,男性,関東,無料会員,3,2,4.0,2.0,3.0,検索,普通
883,20代,女性,関東,有料会員,3,4,4.0,2.0,7.0,検索,
884,50代,男性,近畿,有料会員,4,3,4.0,5.0,10.0,SNS,
885,20代,女性,九州・沖縄,有料会員,4,3,3.0,5.0,7.0,友人・知人,使いやすい
886,40代,女性,中部,有料会員,2,3,4.0,3.0,5.0,SNS,問い合わせ対応が遅い
887,20代,男性,関東,無料会員,2,3,2.0,4.0,3.0,検索,在庫切れが多い
888,50代,男性,中国・四国,無料会員,3,5,2.0,3.0,7.0,広告,普通
889,30代,女性,中部,有料会員,3,4,3.0,4.0,8.0,検索,
890,40代,女性,中部,無料会員,3,4,3.0,3.0,7.0,友人・知人,改善に期待
891,40代,男性,近畿,無料会員,4,4,,5.0,7.0,SNS,サポートが丁寧
892,20代,女性,関東,無料会員,4,5,3.0,3.0,9.0,SNS,サポートが丁寧
893,20代,男性,九州・沖縄,有料会員,5,3,5.0,,9.0,メディア記事,デザインが好き
894,50代,女性,九州・沖縄,有料会員,3,4,4.0,3.0,6.0,広告,
895,40代,女性,近畿,無料会員,3,4,4.0,3.0,6.0,友人・知人,改善に期待
896,60代以上,男性,中部,無料会員,4,5,4.0,4.0,7.0,SNS,サポートが丁寧
897,30代,男性,関東,有料会員,5,4,5.0,5.0,9.0,広告,デザインが好き
898,30代,男性,九州・沖縄,無料会員,4,4,2.0,,7.0,友人・知人,サポートが丁寧
899,20代,男性,中部,無料会員,3,2,3.0,3.0,7.0,その他,普通
900,30代,女性,北海道・東北,無料会員,3,4,3.0,2.0,7.0,SNS,普通
901,40代,女性,中国・四国,無料会員,4,3,4.0,4.0,7.0,検索,使いやすい
902,40代,女性,中国・四国,無料会員,3,2,5.0,4.0,5.0,SNS,特になし
903,50代,男性,関東,無料会員,4,4,3.0,3.0,7.0,SNS,使いやすい
904,20代,男性,九州・沖縄,有料会員,5,5,3.0,4.0,10.0,友人・知人,品揃えが豊富
905,40代,女性,近畿,有料会員,5,5,4.0,4.0,10.0,検索,使いやすい
906,20代,女性,九州・沖縄,無料会員,4,4,4.0,3.0,6.0,検索,デザインが好き
907,20代,女性,関東,有料会員,4,5,4.0,5.0,8.0,メディア記事,使いやすい
908,30代,男性,関東,有料会員,5,4,5.0,4.0,10.0,SNS,コスパが良い
909,40代,回答しない,関東,無料会員,3,3,4.0,4.0,6.0,検索,特になし
910,30代,女性,中部,無料会員,4,4,4.0,2.0,7.0,SNS,コスパが良い
911,20代,男性,近畿,無料会員,2,3,2.0,2.0,7.0,その他,解約しづらい
912,20代,女性,中国・四国,無料会員,3,3,3.0,2.0,4.0,SNS,改善に期待
913,20代,男性,近畿,無料会員,3,3,3.0,,4.0,メディア記事,普通
914,30代,男性,近畿,有料会員,3,3,4.0,2.0,5.0,検索,改善に期待
915,20代,男性,関東,無料会員,4,3,3.0,3.0,10.0,広告,使いやすい
916,20代,女性,北海道・東北,無料会員,4,3,5.0,,8.0,メディア記事,サポートが丁寧
917,60代以上,女性,北海道・東北,無料会員,2,2,1.0,3.0,3.0,その他,在庫切れが多い
918,20代,女性,関東,無料会員,4,2,3.0,4.0,10.0,友人・知人,コスパが良い
919,40代,女性,九州・沖縄,有料会員,3,5,4.0,2.0,5.0,友人・知人,改善に期待
920,20代,女性,九州・沖縄,無料会員,3,3,3.0,4.0,4.0,友人・知人,普通
921,40代,女性,関東,無料会員,4,4,2.0,4.0,6.0,検索,デザインが好き
922,20代,女性,中部,無料会員,5,3,4.0,4.0,10.0,検索,
923,60代以上,女性,関東,無料会員,3,4,3.0,3.0,7.0,その他,
924,50代,男性,北海道・東北,無料会員,5,4,4.0,4.0,10.0,友人・知人,
925,20代,男性,北海道・東北,有料会員,3,4,3.0,3.0,5.0,友人・知人,
926,30代,男性,中部,有料会員,5,5,5.0,4.0,9.0,友人・知人,
927,30代,女性,関東,有料会員,3,5,3.0,4.0,3.0,SNS,普通
928,20代,女性,関東,無料会員,3,3,4.0,4.0,7.0,友人・知人,改善に期待
929,30代,男性,中部,有料会員,4,4,5.0,3.0,9.0,広告,デザインが好き
930,60代以上,男性,中部,有料会員,5,4,5.0,5.0,10.0,友人・知人,コスパが良い
931,30代,男性,九州・沖縄,無料会員,3,4,4.0,3.0,6.0,メディア記事,
932,40代,女性,九州・沖縄,有料会員,5,4,4.0,5.0,8.0,メディア記事,品揃えが豊富
933,30代,男性,関東,無料会員,4,5,3.0,4.0,10.0,広告,使いやすい
934,30代,男性,関東,有料会員,4,4,3.0,3.0,7.0,広告,使いやすい
935,20代,女性,近畿,有料会員,5,5,4.0,5.0,10.0,SNS,品揃えが豊富
936,40代,男性,中部,無料会員,3,3,3.0,3.0,6.0,検索,改善に期待
937,30代,男性,近畿,無料会員,4,3,4.0,5.0,6.0,広告,品揃えが豊富
938,40代,回答しない,関東,無料会員,3,4,4.0,2.0,6.0,広告,特になし
939,60代以上,女性,北海道・東北,有料会員,4,4,4.0,2.0,10.0,検索,品揃えが豊富
940,30代,女性,関東,無料会員,5,3,4.0,4.0,10.0,SNS,品揃えが豊富
941,20代,女性,近畿,有料会員,4,3,3.0,5.0,,その他,使いやすい
942,40代,女性,関東,有料会員,4,4,5.0,3.0,7.0,友人・知人,品揃えが豊富
943,50代,女性,九州・沖縄,無料会員,3,3,3.0,2.0,5.0,検索,普通
944,50代,女性,中部,無料会員,4,4,,3.0,6.0,検索,コスパが良い
945,50代,女性,中部,有料会員,4,4,3.0,4.0,9.0,友人・知人,品揃えが豊富
946,30代,女性,関東,無料会員,3,3,4.0,4.0,3.0,検索,改善に期待
947,30代,男性,関東,有料会員,4,3,3.0,4.0,10.0,検索,使いやすい
948,30代,女性,中国・四国,無料会員,5,3,5.0,4.0,8.0,広告,使いやすい
949,40代,女性,関東,無料会員,4,4,4.0,4.0,10.0,広告,コスパが良い
950,20代,男性,近畿,無料会員,2,3,1.0,3.0,3.0,メディア記事,
951,30代,女性,中部,有料会員,4,4,5.0,5.0,9.0,広告,サポートが丁寧
952,30代,女性,中国・四国,無料会員,3,4,2.0,5.0,7.0,友人・知人,普通
953,20代,女性,中部,有料会員,4,5,3.0,4.0,8.0,広告,サポートが丁寧
954,60代以上,女性,中部,無料会員,3,3,2.0,5.0,8.0,友人・知人,普通
955,40代,男性,中部,無料会員,2,3,1.0,2.0,5.0,友人・知人,問い合わせ対応が遅い
956,30代,男性,北海道・東北,無料会員,3,3,3.0,3.0,4.0,SNS,特になし
957,20代,男性,近畿,有料会員,2,3,4.0,4.0,4.0,友人・知人,在庫切れが多い
958,40代,女性,関東,有料会員,4,3,3.0,4.0,8.0,メディア記事,品揃えが豊富
959,40代,女性,近畿,無料会員,2,3,2.0,3.0,5.0,SNS,動作が重い
960,30代,女性,九州・沖縄,有料会員,5,4,4.0,5.0,10.0,検索,品揃えが豊富
961,20代,男性,中部,無料会員,2,2,3.0,4.0,4.0,広告,問い合わせ対応が遅い
962,50代,女性,中部,無料会員,3,4,4.0,2.0,6.0,SNS,普通
963,40代,男性,関東,有料会員,5,4,4.0,4.0,10.0,友人・知人,
964,30代,男性,近畿,有料会員,5,5,5.0,4.0,10.0,SNS,使いやすい
965,50代,女性,中部,無料会員,3,4,3.0,4.0,7.0,SNS,改善に期待
966,50代,女性,関東,無料会員,4,4,3.0,5.0,7.0,友人・知人,デザインが好き
967,20代,女性,近畿,有料会員,4,4,3.0,5.0,7.0,SNS,
968,50代,男性,中国・四国,無料会員,3,3,1.0,3.0,6.0,検索,特になし
969,60代以上,女性,関東,無料会員,3,4,3.0,,6.0,友人・知人,普通
970,20代,男性,九州・沖縄,無料会員,3,3,2.0,3.0,7.0,その他,普通
971,50代,女性,関東,無料会員,2,4,2.0,2.0,6.0,友人・知人,問い合わせ対応が遅い
972,40代,女性,中部,有料会員,4,5,3.0,4.0,8.0,広告,品揃えが豊富
